TS_LOAD	SYS_DESC	VEH_SER_NO	OPR_NAME
23:40.0	U-BOLT	YCU023	Rear U-Bolt
24:28.4	Cab in white conveyer	GIL947	CIW upload
25:17.7	Cab Conveyer	YCR723	Cab Upload 2
25:17.7	Cab Conveyor / Monorail	YCR723	Cab Upload
26:16.3	Cab call scan	MPO083	A Line
27:05.0	U-BOLT	QLV652	Front U-Bolt
27:17.7	Paint Inspection	LPU731	PAINT
29:40.9	Hood Conveyor	LPU731	Hood Upload
30:02.9	Cab in white conveyer	JNM860	CIW upload
30:17.4	Cab Conveyer	AHN391	Cab Upload 2
30:17.4	Cab Conveyor / Monorail	AHN391	Cab Upload
30:51.2	Assembly Line Tracker	VFX591	Pool 13 Start
31:25.0	U-BOLT	QLV652	Rear U-Bolt
31:34.1	OMT Offline Tracking	MPE786	Enter Offline
31:36.6	Paint Inspection	SFZ186	PAINT
32:27.0	STVMS Tracking Chassis Start	EPR018	Chassis Start
32:31.0	STVMS Tracking Chassis Start	DPA037	Chassis Start
32:34.0	STVMS Tracking Chassis Start	OQS570	Chassis Start
34:21.0	U-BOLT	ADQ781	Front U-Bolt
35:18.3	Cab Conveyer	EBL860	Cab Upload 2
35:18.3	Cab Conveyor / Monorail	EBL860	Cab Upload
35:26.8	Hood Conveyor	SFZ186	Hood Upload
36:49.9	OMT Offline Tracking	OWH831	Enter Offline
39:55.5	Cab Call Scan	AGU058	B Line
40:24.4	Cab call scan	SPI314	A Line
40:45.2	OMT Offline Tracking	JBC439	Enter Offline
41:13.8	Paint Inspection	XSZ543	PAINT
41:20.0	U-BOLT	EQD264	Front U-Bolt
43:30.0	STVMS Tracking Top Station	YCU023	Top Station
44:33.0	STVMS Tracking Top Station	FTI824	Top Station
45:27.0	STVMS Tracking Top Station	QLV652	Top Station
45:33.0	STVMS Tracking Top Station	ADQ781	Top Station
45:39.0	STVMS Tracking Top Station	EQD264	Top Station
45:48.0	STVMS Tracking Top Station	GJK683	Top Station
45:51.2	Assembly Line Tracker	GJK683	Pool 60 Start
45:52.3	Assembly Line Tracker	EQD264	Pool 60 Start
45:53.4	Assembly Line Tracker	ADQ781	Pool 60 Start
45:54.5	Assembly Line Tracker	QLV652	Pool 60 Start
45:55.6	Assembly Line Tracker	FTI824	Pool 60 Start
45:56.0	STVMS Tracking Top Station	HMS840	Top Station
45:56.6	Assembly Line Tracker	YCU023	Pool 60 Start
45:57.7	Assembly Line Tracker	HMS840	Pool 60 Start
46:02.0	STVMS Tracking Top Station	RBT219	Top Station
46:11.0	STVMS Tracking Top Station	YXF326	Top Station
46:17.0	STVMS Tracking Top Station	YKN950	Top Station
46:21.0	STVMS Tracking Top Station	IXT460	Top Station
46:29.0	STVMS Tracking Top Station	DJZ516	Top Station
46:33.0	STVMS Tracking Top Station	SPF970	Top Station
46:38.0	STVMS Tracking Top Station	JYZ708	Top Station
46:42.0	STVMS Tracking Top Station	KLN307	Top Station
50:51.3	Assembly Line Tracker	OQS570	Pool 13 Start
50:52.5	Assembly Line Tracker	KLN307	Pool 60 Start
50:53.8	Assembly Line Tracker	DPA037	Pool 13 Start
50:55.0	Assembly Line Tracker	EPR018	Pool 13 Start
50:56.2	Assembly Line Tracker	JYZ708	Pool 60 Start
50:57.3	Assembly Line Tracker	SPF970	Pool 60 Start
50:58.5	Assembly Line Tracker	DJZ516	Pool 60 Start
50:59.7	Assembly Line Tracker	IXT460	Pool 60 Start
51:01.0	Assembly Line Tracker	YKN950	Pool 60 Start
51:02.2	Assembly Line Tracker	YXF326	Pool 60 Start
51:03.3	Assembly Line Tracker	RBT219	Pool 60 Start
51:09.5	OMT Offline Tracking	QPC953	Enter Offline
51:09.5	OMT Offline Tracking	QPC953	Sold
51:57.0	U-BOLT	GJK683	Front U-Bolt
52:07.8	OMT Offline Tracking	GSF615	Enter Offline
52:28.0	U-BOLT	EQD264	Rear U-Bolt
53:11.9	Cab Call Scan	QZH295	B Line
55:51.3	Assembly Line Tracker	FTI653	Pool 13 Start
57:39.0	U-BOLT	GJK683	Rear U-Bolt
59:57.0	U-BOLT	HMS840	Front U-Bolt
05:16.5	Cab Conveyer	DPH631	Cab Upload 2
05:16.5	Cab Conveyor / Monorail	DPH631	Cab Upload
18:34.6	Hood Conveyor	XSZ543	Hood Upload
22:07.7	Cab Conveyer	KFN372	Cab Upload 2
22:07.7	Cab Conveyor / Monorail	KFN372	Cab Upload
22:48.1	Cab call scan	SEK173	A Line
26:49.1	Cab Conveyer	MPO083	Cab Upload 2
26:49.1	Cab Conveyor / Monorail	MPO083	Cab Upload
27:08.2	Paint Inspection	PWR481	PAINT
30:28.2	Hood Conveyor	PWR481	Hood Upload
32:28.0	Paint Inspection	JIN079	PAINT
32:36.7	Cab in white conveyer	VQP946	CIW upload
36:09.0	U-BOLT	RBT219	Front U-Bolt
36:19.6	Cab Conveyer	LER634	Cab Upload 2
36:19.6	Cab Conveyor / Monorail	LER634	Cab Upload
37:08.6	Paint Inspection	XGC043	PAINT
37:37.6	Cab Call Scan	CSV482	B Line
39:55.2	OMT Offline Tracking	PVZ436	Enter Offline
40:15.0	Cab in white conveyer	LFW513	CIW upload
41:07.3	Cab call scan	TRJ645	A Line
41:27.6	OMT Offline Tracking	SYA283	Enter Offline
42:08.0	U-BOLT	YXF326	Front U-Bolt
43:57.4	Hood Conveyor	XGC043	Hood Upload
46:27.4	Paint Inspection	TMU402	PAINT
46:31.8	Cab Conveyer	SPI314	Cab Upload 2
46:31.8	Cab Conveyor / Monorail	SPI314	Cab Upload
47:35.8	Cab in white conveyer	CFG764	CIW upload
48:09.0	STVMS Tracking Chassis Start	FTI653	Chassis Start
48:11.0	STVMS Tracking Chassis Start	KUR214	Chassis Start
48:14.0	STVMS Tracking Chassis Start	ILA012	Chassis Start
48:20.0	STVMS Tracking Chassis Start	FQP941	Chassis Start
48:38.0	U-BOLT	YXF326	Rear U-Bolt
49:24.0	U-BOLT	YKN950	Front U-Bolt
53:37.8	OMT Offline Tracking	JKZ317	Enter Offline
54:05.0	Paint Inspection	HCS198	PAINT
55:39.9	Cab in white conveyer	TXC574	CIW upload
55:42.7	OMT Offline Tracking	VFR160	Enter Offline
55:51.2	Assembly Line Tracker	FQP941	Pool 13 Start
55:52.3	Assembly Line Tracker	ILA012	Pool 13 Start
55:53.3	Assembly Line Tracker	KUR214	Pool 13 Start
56:21.9	Hood Conveyor	JIN079	Hood Upload
56:29.9	Cab Call Scan	YZU059	B Line
56:38.4	Cab call scan	NHZ581	A Line
57:30.4	Cab Conveyer	AGU058	Cab Upload 2
57:30.4	Cab Conveyor / Monorail	AGU058	Cab Upload
59:25.0	U-BOLT	IXT460	Front U-Bolt
59:36.9	Hood Conveyor	HCS198	Hood Upload
02:18.9	Cab in white conveyer	THO497	CIW upload
03:49.4	Cab Conveyer	SEK173	Cab Upload 2
03:49.4	Cab Conveyor / Monorail	SEK173	Cab Upload
04:37.4	Hood Conveyor	TMU402	Hood Upload
06:45.5	OMT Offline Tracking	ZKY831	Enter Offline
07:40.0	Cab in white conveyer	VFH294	CIW upload
07:47.0	U-BOLT	IXT460	Rear U-Bolt
09:03.4	Cab Conveyer	QZH295	Cab Upload 2
09:03.4	Cab Conveyor / Monorail	QZH295	Cab Upload
09:08.2	OMT Offline Tracking	AYO527	Enter Offline
10:00.0	U-BOLT	DJZ516	Front U-Bolt
10:38.0	STVMS Tracking Chassis Start	HQI892	Chassis Start
10:41.0	STVMS Tracking Chassis Start	MAU864	Chassis Start
11:39.5	Cab Call Scan	APZ612	B Line
14:13.0	U-BOLT	SPF970	Front U-Bolt
14:38.5	Cab call scan	FZA809	A Line
15:42.9	Cab Conveyer	TRJ645	Cab Upload 2
15:42.9	Cab Conveyor / Monorail	TRJ645	Cab Upload
17:18.0	U-BOLT	SPF970	Rear U-Bolt
20:19.6	Cab in white conveyer	ZXA107	CIW upload
20:24.0	U-BOLT	JYZ708	Front U-Bolt
20:46.5	Cab Conveyer	CSV482	Cab Upload 2
20:46.5	Cab Conveyor / Monorail	CSV482	Cab Upload
20:51.2	Assembly Line Tracker	HQI892	Pool 13 Start
20:58.0	OMT Offline Tracking	ZVI392	Enter Offline
21:45.2	Paint Inspection	EBM074	PAINT
22:54.0	U-BOLT	JYZ708	Rear U-Bolt
25:32.5	Cab Call Scan	YWI795	B Line
27:19.0	U-BOLT	KLN307	Front U-Bolt
27:26.0	STVMS Tracking Top Station	ZVI392	Top Station
27:57.0	STVMS Tracking Top Station	PJL425	Top Station
28:23.0	STVMS Tracking Top Station	CMI143	Top Station
28:42.0	STVMS Tracking Top Station	VFX591	Top Station
28:52.0	STVMS Tracking Top Station	EPR018	Top Station
28:58.0	STVMS Tracking Top Station	DPA037	Top Station
29:00.8	Paint Inspection	TBP914	PAINT
29:02.0	STVMS Tracking Top Station	OQS570	Top Station
29:06.0	STVMS Tracking Top Station	FTI653	Top Station
29:11.0	STVMS Tracking Top Station	KUR214	Top Station
29:15.0	STVMS Tracking Top Station	ILA012	Top Station
29:21.0	STVMS Tracking Top Station	FQP941	Top Station
29:32.0	STVMS Tracking Top Station	HQI892	Top Station
29:37.0	STVMS Tracking Top Station	MAU864	Top Station
29:55.6	Cab call scan	ZPW452	A Line
30:17.0	U-BOLT	KLN307	Rear U-Bolt
30:52.2	Assembly Line Tracker	MAU864	Pool 60 Start
30:53.2	Assembly Line Tracker	HQI892	Pool 60 Start
30:55.3	Assembly Line Tracker	FQP941	Pool 60 Start
30:56.3	Assembly Line Tracker	ILA012	Pool 60 Start
30:57.2	Cab in white conveyer	EBT912	CIW upload
30:57.3	Assembly Line Tracker	KUR214	Pool 60 Start
30:58.3	Assembly Line Tracker	FTI653	Pool 60 Start
30:59.3	Assembly Line Tracker	OQS570	Pool 60 Start
30:59.6	OMT Offline Tracking	KNR831	Enter Offline
31:00.4	Assembly Line Tracker	DPA037	Pool 60 Start
31:01.4	Assembly Line Tracker	EPR018	Pool 60 Start
31:02.4	Assembly Line Tracker	VFX591	Pool 60 Start
31:03.5	Assembly Line Tracker	CMI143	Pool 60 Start
31:04.5	Assembly Line Tracker	PJL425	Pool 60 Start
31:05.5	Assembly Line Tracker	MAU864	Pool 13 Start
31:06.5	Assembly Line Tracker	ZVI392	Pool 60 Start
32:16.0	STVMS Tracking Chassis Start	WBR310	Chassis Start
32:19.0	STVMS Tracking Chassis Start	LPU731	Chassis Start
32:22.0	STVMS Tracking Chassis Start	SFZ186	Chassis Start
33:34.3	Cab Conveyer	NHZ581	Cab Upload 2
33:34.3	Cab Conveyor / Monorail	NHZ581	Cab Upload
34:25.8	OMT Offline Tracking	LGO801	Enter Offline
34:26.0	U-BOLT	VFX591	Front U-Bolt
35:54.1	Assembly Line Tracker	WBR310	Pool 13 Start
38:00.6	Cab Conveyer	YZU059	Cab Upload 2
38:00.6	Cab Conveyor / Monorail	YZU059	Cab Upload
38:10.6	Cab in white conveyer	IFX670	CIW upload
38:29.4	OMT Offline Tracking	SYV137	Enter Offline
38:29.4	OMT Offline Tracking	SYV137	Sold
39:37.0	STVMS Tracking Chassis Start	XSZ543	Chassis Start
39:40.0	STVMS Tracking Chassis Start	PWR481	Chassis Start
39:43.0	STVMS Tracking Chassis Start	XGC043	Chassis Start
39:49.0	STVMS Tracking Chassis Start	JIN079	Chassis Start
39:59.0	STVMS Tracking Chassis Start	HCS198	Chassis Start
40:35.1	Cab Call Scan	EVB234	B Line
42:02.4	Paint Inspection	XJI184	PAINT
44:04.0	U-BOLT	EPR018	Front U-Bolt
45:15.6	Cab in white conveyer	FWU517	CIW upload
45:51.1	Assembly Line Tracker	LPU731	Pool 13 Start
47:01.0	Paint Inspection	BJM584	PAINT
47:31.0	U-BOLT	EPR018	Rear U-Bolt
49:34.2	Cab Conveyer	FZA809	Cab Upload 2
49:34.2	Cab Conveyor / Monorail	FZA809	Cab Upload
50:08.6	Cab call scan	QRM025	A Line
50:50.7	Cab in white conveyer	KMW285	CIW upload
51:10.2	OMT Offline Tracking	VCM016	Enter Offline
51:45.8	Paint Inspection	YRW680	PAINT
52:23.7	Hood Conveyor	EBM074	Hood Upload
53:23.0	U-BOLT	DPA037	Front U-Bolt
54:17.8	OMT Offline Tracking	FTI824	Enter Offline
54:57.6	Hood Conveyor	TBP914	Hood Upload
55:51.1	Assembly Line Tracker	SFZ186	Pool 13 Start
00:14.6	Cab Conveyer	APZ612	Cab Upload 2
00:14.6	Cab Conveyor / Monorail	APZ612	Cab Upload
00:48.0	U-BOLT	OQS570	Front U-Bolt
00:51.1	Assembly Line Tracker	XSZ543	Pool 13 Start
02:19.3	Hood Conveyor	XJI184	Hood Upload
03:15.7	Cab Conveyer	YWI795	Cab Upload 2
03:15.7	Cab Conveyor / Monorail	YWI795	Cab Upload
03:32.8	Cab call scan	YCU023	A Line
03:46.2	OMT Offline Tracking	PJL425	Enter Offline
05:16.8	Paint Inspection	TEK452	PAINT
05:51.0	Assembly Line Tracker	PWR481	Pool 13 Start
06:24.0	U-BOLT	FTI653	Front U-Bolt
07:06.8	Hood Conveyor	BJM584	Hood Upload
07:45.8	Cab in white conveyer	NSP483	CIW upload
08:18.3	Cab Call Scan	QLV652	B Line
09:17.0	U-BOLT	DPA037	Rear U-Bolt
10:52.1	Assembly Line Tracker	XGC043	Pool 13 Start
10:53.3	Cab Conveyer	ZPW452	Cab Upload 2
10:53.3	Cab Conveyor / Monorail	ZPW452	Cab Upload
12:01.2	OMT Offline Tracking	IOU412	Enter Offline
12:22.9	Hood Conveyor	YRW680	Hood Upload
12:26.0	U-BOLT	KUR214	Front U-Bolt
13:41.0	U-BOLT	KUR214	Rear U-Bolt
16:25.7	Hood Conveyor	TEK452	Hood Upload
17:54.3	Cab Call Scan	EQD264	B Line
18:52.3	Cab call scan	ADQ781	A Line
20:51.1	Assembly Line Tracker	JIN079	Pool 13 Start
21:33.0	U-BOLT	ILA012	Rear U-Bolt
22:06.9	Cab in white conveyer	YIZ291	CIW upload
22:35.5	Cab Conveyer	QRM025	Cab Upload 2
22:35.5	Cab Conveyor / Monorail	QRM025	Cab Upload
22:56.3	Paint Inspection	GTO457	PAINT
22:57.9	OMT Offline Tracking	ALE837	Enter Offline
23:22.5	Hood Conveyor	GTO457	Hood Upload
23:44.0	OMT Offline Tracking	YCR723	Sold
23:44.0	OMT Offline Tracking	YCR723	Enter Offline
28:06.0	U-BOLT	FQP941	Front U-Bolt
28:22.4	Cab Conveyer	EVB234	Cab Upload 2
28:22.4	Cab Conveyor / Monorail	EVB234	Cab Upload
28:48.3	Cab in white conveyer	UNM285	CIW upload
30:02.0	U-BOLT	FQP941	Rear U-Bolt
30:53.9	Cab call scan	GJK683	A Line
32:36.4	Paint Inspection	YBP783	PAINT
33:28.4	OMT Offline Tracking	EBL860	Enter Offline
33:28.6	OMT Offline Tracking	FHU982	Enter Offline
34:30.0	Cab in white conveyer	HOA438	CIW upload
35:59.5	Hood Conveyor	YBP783	Hood Upload
36:32.4	Cab Conveyer	YCU023	Cab Upload 2
36:32.4	Cab Conveyor / Monorail	YCU023	Cab Upload
36:35.0	STVMS Tracking Chassis Start	TMU402	Chassis Start
36:40.0	STVMS Tracking Chassis Start	EBM074	Chassis Start
36:41.5	Cab Call Scan	HMS840	B Line
36:45.0	STVMS Tracking Chassis Start	TBP914	Chassis Start
40:38.5	Cab in white conveyer	EUK098	CIW upload
40:41.0	Cab Call Scan	RBT219	B Line
41:12.9	Paint Inspection	ATG468	PAINT
41:30.0	U-BOLT	HQI892	Front U-Bolt
42:57.5	Cab Conveyer	QLV652	Cab Upload 2
42:57.5	Cab Conveyor / Monorail	QLV652	Cab Upload
44:17.6	Cab call scan	YXF326	A Line
45:05.4	Paint Inspection	GZC132	PAINT
45:37.0	U-BOLT	HQI892	Rear U-Bolt
45:52.6	Assembly Line Tracker	HCS198	Pool 13 Start
46:01.5	Hood Conveyor	ATG468	Hood Upload
46:18.1	Cab in white conveyer	ZXC042	CIW upload
47:41.0	Cab Conveyer	EQD264	Cab Upload 2
47:41.0	Cab Conveyor / Monorail	EQD264	Cab Upload
48:43.0	U-BOLT	MAU864	Front U-Bolt
49:54.1	Hood Conveyor	GZC132	Hood Upload
50:51.2	Assembly Line Tracker	TMU402	Pool 13 Start
51:14.0	Cab Call Scan	YKN950	B Line
54:21.0	Cab in white conveyer	IGW482	CIW upload
56:28.0	OMT Offline Tracking	KFN372	Enter Offline
56:47.0	U-BOLT	MAU864	Rear U-Bolt
57:01.0	U-BOLT	WBR310	Front U-Bolt
57:16.2	OMT Offline Tracking	AHN391	Enter Offline
59:46.5	Cab call scan	IXT460	A Line
00:23.6	Cab Conveyer	ADQ781	Cab Upload 2
00:23.6	Cab Conveyor / Monorail	ADQ781	Cab Upload
00:52.0	Assembly Line Tracker	TBP914	Pool 13 Start
00:53.0	Assembly Line Tracker	EBM074	Pool 13 Start
03:24.0	U-BOLT	WBR310	Rear U-Bolt
04:11.1	Cab Conveyer	GJK683	Cab Upload 2
04:11.1	Cab Conveyor / Monorail	GJK683	Cab Upload
04:56.9	OMT Offline Tracking	MPO083	Enter Offline
05:35.0	U-BOLT	LPU731	Front U-Bolt
05:51.1	Assembly Line Tracker	YRW680	Pool 13 Start
05:52.3	Assembly Line Tracker	XJI184	Pool 13 Start
07:26.5	Cab in white conveyer	YAM792	CIW upload
08:33.0	Cab Call Scan	SPF970	B Line
08:56.1	Cab Conveyer	YXF326	Cab Upload 2
08:56.1	Cab Conveyor / Monorail	YXF326	Cab Upload
10:52.3	Paint Inspection	XPQ906	PAINT
10:57.2	OMT Offline Tracking	DPH631	Enter Offline
11:26.0	U-BOLT	SFZ186	Front U-Bolt
13:15.5	Cab call scan	DJZ516	A Line
14:27.0	U-BOLT	SFZ186	Rear U-Bolt
15:33.2	Cab in white conveyer	XQJ175	CIW upload
19:44.1	Cab Conveyer	HMS840	Cab Upload 2
19:44.1	Cab Conveyor / Monorail	HMS840	Cab Upload
27:32.0	STVMS Tracking Chassis Start	YRW680	Chassis Start
27:36.0	STVMS Tracking Chassis Start	TEK452	Chassis Start
27:40.0	STVMS Tracking Chassis Start	GTO457	Chassis Start
27:43.0	STVMS Tracking Chassis Start	YBP783	Chassis Start
29:24.0	U-BOLT	PWR481	Front U-Bolt
49:15.2	Cab in white conveyer	AXB124	CIW upload
04:26.3	Cab in white conveyer	NEH310	CIW upload
27:30.7	Cab Conveyer	RBT219	Cab Upload 2
27:30.7	Cab Conveyor / Monorail	RBT219	Cab Upload
38:21.8	Cab call scan	JYZ708	A Line
39:21.8	OMT Offline Tracking	SPI314	Enter Offline
41:17.9	Paint Inspection	JCV863	PAINT
41:24.3	Cab Call Scan	KLN307	B Line
44:23.7	Cab Conveyer	IXT460	Cab Upload 2
44:23.7	Cab Conveyor / Monorail	IXT460	Cab Upload
45:35.3	Cab in white conveyer	WTZ176	CIW upload
47:06.8	Hood Conveyor	XPQ906	Hood Upload
48:15.8	Cab Conveyer	YKN950	Cab Upload 2
48:15.8	Cab Conveyor / Monorail	YKN950	Cab Upload
48:18.9	Paint Inspection	CNE620	PAINT
49:50.3	Hood Conveyor	FWS327	Hood Upload
50:29.2	Paint Inspection	DAJ581	PAINT
52:40.0	OMT Offline Tracking	LER634	Enter Offline
53:55.0	Paint Inspection	CRN086	PAINT
54:01.4	OMT Offline Tracking	SEK173	Enter Offline
54:01.4	OMT Offline Tracking	SEK173	Sold
54:12.8	Paint Inspection	PVO367	PAINT
54:19.0	STVMS Tracking Chassis Start	ATG468	Chassis Start
54:21.0	STVMS Tracking Chassis Start	GZC132	Chassis Start
54:32.3	Cab call scan	VFX591	A Line
55:11.7	Hood Conveyor	UXJ427	Hood Upload
58:30.8	Cab Conveyer	DJZ516	Cab Upload 2
58:30.8	Cab Conveyor / Monorail	DJZ516	Cab Upload
58:35.7	Paint Inspection	DRY562	PAINT
59:39.2	OMT Offline Tracking	AGU058	Enter Offline
00:09.0	U-BOLT	JIN079	Rear U-Bolt
00:18.9	Cab in white conveyer	DMV430	CIW upload
00:59.3	Paint Inspection	MTV391	PAINT
01:56.0	U-BOLT	JIN079	Front U-Bolt
04:53.4	Hood Conveyor	CNE620	Hood Upload
07:18.8	Cab Conveyer	SPF970	Cab Upload 2
07:18.8	Cab Conveyor / Monorail	SPF970	Cab Upload
07:28.8	Cab Call Scan	DPA037	B Line
08:41.1	OMT Offline Tracking	TRJ645	Enter Offline
08:49.0	STVMS Tracking Chassis Start	XPQ906	Chassis Start
08:52.0	STVMS Tracking Chassis Start	FWS327	Chassis Start
09:12.0	U-BOLT	HCS198	Front U-Bolt
10:02.4	Cab call scan	EPR018	A Line
11:58.9	OMT Offline Tracking	QZH295	Enter Offline
11:58.9	OMT Offline Tracking	QZH295	Sold
12:13.9	Cab Conveyer	JYZ708	Cab Upload 2
12:13.9	Cab Conveyor / Monorail	JYZ708	Cab Upload
14:43.7	Paint Inspection	NTD012	PAINT
17:15.9	Cab in white conveyer	VFA941	CIW upload
17:44.0	U-BOLT	TMU402	Front U-Bolt
20:09.0	STVMS Tracking Chassis Start	UXJ427	Chassis Start
20:30.5	Cab Conveyer	KLN307	Cab Upload 2
20:30.5	Cab Conveyor / Monorail	KLN307	Cab Upload
20:38.8	OMT Offline Tracking	NHZ581	Enter Offline
21:43.3	Paint Inspection	IVC016	PAINT
22:46.5	Hood Conveyor	DAJ581	Hood Upload
23:25.4	Cab Conveyer	VFX591	Cab Upload 2
23:25.4	Cab Conveyor / Monorail	VFX591	Cab Upload
23:29.5	Cab in white conveyer	RSB867	CIW upload
25:33.5	Cab call scan	FTI653	A Line
27:26.5	Cab Conveyer	EPR018	Cab Upload 2
27:26.5	Cab Conveyor / Monorail	EPR018	Cab Upload
28:13.6	OMT Offline Tracking	CSV482	Enter Offline
29:12.5	Cab Call Scan	OQS570	B Line
30:01.5	Hood Conveyor	MTV391	Hood Upload
30:12.5	Cab in white conveyer	ZHI138	CIW upload
30:23.1	OMT Offline Tracking	FZA809	Enter Offline
31:38.5	Cab Call Scan	KUR214	B Line
33:37.0	U-BOLT	TBP914	Rear U-Bolt
33:52.0	U-BOLT	EBM074	Front U-Bolt
34:14.5	Hood Conveyor	DUT829	Hood Upload
34:48.0	STVMS Tracking Chassis Start	CNE620	Chassis Start
37:38.2	Cab in white conveyer	KJA254	CIW upload
38:06.0	U-BOLT	TBP914	Front U-Bolt
39:02.7	Hood Conveyor	PVO367	Hood Upload
39:12.6	Cab call scan	ILA012	A Line
41:42.6	Cab Conveyer	DPA037	Cab Upload 2
41:42.6	Cab Conveyor / Monorail	DPA037	Cab Upload
42:32.7	Hood Conveyor	JCV863	Hood Upload
44:37.0	U-BOLT	XJI184	Front U-Bolt
47:18.6	Hood Conveyor	DRY562	Hood Upload
47:32.9	Paint Inspection	ETS067	PAINT
48:11.1	Cab Conveyer	OQS570	Cab Upload 2
48:11.1	Cab Conveyor / Monorail	OQS570	Cab Upload
49:04.0	STVMS Tracking Chassis Start	DAJ581	Chassis Start
49:08.0	STVMS Tracking Chassis Start	MTV391	Chassis Start
49:49.0	U-BOLT	BJM584	Front U-Bolt
50:13.6	Cab Call Scan	FQP941	B Line
50:52.2	OMT Offline Tracking	ZPW452	Enter Offline
51:43.7	Hood Conveyor	NTD012	Hood Upload
52:51.3	OMT Offline Tracking	YZU059	Enter Offline
52:51.3	OMT Offline Tracking	YZU059	Sold
53:36.2	Cab in white conveyer	ASE183	CIW upload
54:07.5	Paint Inspection	QTF497	PAINT
54:47.2	Cab Conveyer	FTI653	Cab Upload 2
54:47.2	Cab Conveyor / Monorail	FTI653	Cab Upload
55:51.1	Hood Conveyor	IVC016	Hood Upload
59:14.3	OMT Offline Tracking	APZ612	Enter Offline
59:14.3	OMT Offline Tracking	APZ612	Sold
00:01.8	Cab in white conveyer	EYG192	CIW upload
00:04.2	Hood Conveyor	HBM615	Hood Upload
00:41.3	Paint Inspection	YKL719	PAINT
02:50.0	STVMS Tracking Chassis Start	DUT829	Chassis Start
02:53.0	STVMS Tracking Chassis Start	BJM584	Chassis Start
02:56.0	STVMS Tracking Chassis Start	XJI184	Chassis Start
03:01.0	STVMS Tracking Chassis Start	PVO367	Chassis Start
04:34.0	Hood Conveyor	QTF497	Hood Upload
05:19.3	OMT Offline Tracking	QRM025	Enter Offline
06:45.0	U-BOLT	TEK452	Front U-Bolt
07:05.7	Cab Conveyer	KUR214	Cab Upload 2
07:05.7	Cab Conveyor / Monorail	KUR214	Cab Upload
07:45.2	Cab in white conveyer	RKW079	CIW upload
08:29.7	Paint Inspection	IMS267	PAINT
10:48.7	Cab call scan	MAU864	A Line
11:58.0	STVMS Tracking Chassis Start	JCV863	Chassis Start
12:39.8	Cab Conveyer	ILA012	Cab Upload 2
12:39.8	Cab Conveyor / Monorail	ILA012	Cab Upload
12:54.3	Cab Call Scan	HQI892	B Line
13:02.8	Paint Inspection	AQG261	PAINT
13:12.8	Cab in white conveyer	VAF684	CIW upload
19:20.4	Paint Inspection	KIA624	PAINT
20:12.0	Cab in white conveyer	UVN439	CIW upload
21:27.8	OMT Offline Tracking	YCU023	Enter Offline
21:47.8	OMT Offline Tracking	YWI795	Enter Offline
23:42.0	STVMS Tracking Chassis Start	DRY562	Chassis Start
24:05.3	Cab Call Scan	WBR310	B Line
27:26.3	Cab Conveyer	FQP941	Cab Upload 2
27:26.3	Cab Conveyor / Monorail	FQP941	Cab Upload
27:48.0	U-BOLT	YBP783	Front U-Bolt
28:41.1	Paint Inspection	YHP863	PAINT
29:12.9	Cab in white conveyer	HGE901	CIW upload
29:21.3	Cab call scan	LPU731	A Line
30:03.0	STVMS Tracking Chassis Start	NTD012	Chassis Start
32:19.6	OMT Offline Tracking	ADQ781	Enter Offline
32:45.9	Hood Conveyor	AQG261	Hood Upload
33:31.8	OMT Offline Tracking	EVB234	Enter Offline
35:52.4	Cab in white conveyer	HGJ907	CIW upload
37:37.0	STVMS Tracking Chassis Start	IVC016	Chassis Start
38:33.4	Cab call scan	SFZ186	A Line
38:51.4	Hood Conveyor	YKL719	Hood Upload
40:19.4	Hood Conveyor	IMS267	Hood Upload
41:27.4	Cab Conveyer	HQI892	Cab Upload 2
41:27.4	Cab Conveyor / Monorail	HQI892	Cab Upload
41:44.4	Cab in white conveyer	XVY745	CIW upload
43:39.0	Cab Call Scan	XSZ543	B Line
44:58.0	STVMS Tracking Chassis Start	HBM615	Chassis Start
45:55.6	Hood Conveyor	KIA624	Hood Upload
46:50.1	Cab Conveyer	MAU864	Cab Upload 2
46:50.1	Cab Conveyor / Monorail	MAU864	Cab Upload
48:09.6	Cab in white conveyer	GZO248	CIW upload
48:26.6	Paint Inspection	SEU602	PAINT
51:02.0	U-BOLT	GZC132	Front U-Bolt
51:11.0	OMT Offline Tracking	QLV652	Enter Offline
52:07.0	STVMS Tracking Chassis Start	QTF497	Chassis Start
53:18.6	Paint Inspection	EZV240	PAINT
54:07.0	Cab Conveyer	LPU731	Cab Upload 2
54:07.0	Cab Conveyor / Monorail	LPU731	Cab Upload
55:21.0	U-BOLT	XPQ906	Front U-Bolt
55:25.5	Cab call scan	PWR481	A Line
55:53.6	Cab Call Scan	XGC043	B Line
57:13.1	OMT Offline Tracking	GJK683	Enter Offline
57:36.1	Hood Conveyor	YHP863	Hood Upload
58:11.5	Cab Conveyer	WBR310	Cab Upload 2
58:11.5	Cab Conveyor / Monorail	WBR310	Cab Upload
58:12.0	STVMS Tracking Chassis Start	AQG261	Chassis Start
58:29.3	Paint Inspection	MGR987	PAINT
59:25.6	Hood Conveyor	SEU602	Hood Upload
01:30.0	U-BOLT	FWS327	Front U-Bolt
02:32.6	Cab in white conveyer	WRD572	CIW upload
02:42.4	Paint Inspection	HTV792	PAINT
02:47.8	OMT Offline Tracking	YXF326	Enter Offline
